District Name,School Name,UDISE Code,School Management,School Category
ETAH,SHRI RAM SINGH BHADAURIYA INTER COLLEGE,09171215302,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,SHRI SARSWATI H. S. SCHOOL,09171208802,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SHRI SARSWATI INTER COLLEGE,09171208306,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,"SHRI SAUDAN SINGH INTER COLLEGE, RAJPURA, SAKEET",09171210206,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI SHRIRAM ADARSH INTER COLLEGE,09171201602,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,"SHRI.RAM PRAKASH PRADEEP BHAMASHAH .U.M.V, CHILASANI",09171209508,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT ASHA DEVI U.M.V. NIGOH HASNPUR,09171202207,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT. B.D.I.C. NIDHAULI,09171209406,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT. KARPOORI DEVI RAKSHAPAL SINGH INTER COLLEGE SUBEDAR NAGAR KHEDIYA,09171213904,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT. KASTURI DEVI INTER COLLEGE,09171211505,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SMT. MOHANI DEVI INTER COLLEGE,09171211603,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT. SHANTI DEVI INTER COLLEGE,09171202206,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT. SUKHDEVI H.S.S.,09171210105,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SRI BALIKARNESHWAR I.C.,09171201410,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SRI DAYA NAND INTER COLLAGE,09171205502,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,SRI K.L. ADARSH UMV MANIKPUR,09171202703,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI KRISHNA VIDHYA MANDIR INTER COLLEGE SOHAR,09171208207,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SRI L.B.S. INTER COLLAGE,09171207103,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,SRI MULAYAM SINGH U.M.V.NAVADA,09171208904,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SRI PAUJI MAHARAJ HSS KABAR,09171206004,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI RAMESHWARDAYAL SIKSHAN SANSTHAN,09171204903,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI SARNAM SINGH HSS ASPUR ETAH,09171202211,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SUMEDHA H.S. SCHOOL,09171206103,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,TH.SUJAN SINGH CHAUHAN U.M.V. CHAPRAI,09171205004,Private Unaided Recognized,Secondary only (9–10)
ETAH,A.S. HER. SEC. SCHOOL,09171314710,Private Unaided Recognized,Secondary only (9–10)
ETAH,ADARSH JANTA H.S. SCHOOL,09171308912,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,ADARSH SARV. H.S.S. KARTALA,09171306807,Government Aided,Secondary only (9–10)
ETAH,ADARSH SHRI DAYA RAM BOODH SMARK H.S.SCHOOL,09171312907,Private Unaided Recognized,Secondary only (9–10)
ETAH,B S D PUBLIC SCHOOL VIRAMPUR POST KAKRAVALI ETAH,09171304505,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,B.P.S. PUBLIC SCHOOL G.T. ROAD ETAH,09171310409,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,BAL KALYAN HR. SEC. SCHOOL,09171308003,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,BHAGWAN SHIV H S S KHERIA KALAN,09170913902,Private Unaided Recognized,Secondary only (9–10)
ETAH,BHAGWAN SRI KRISHNA HSS N. MAI,09171302203,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,BHARTIYA INT. COLLEGE NYAURAI,09171310006,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,CH. BADAN SINGH SHANTI DEVI IC SHAHPUR MILAWALI,09171300403,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,CH. NAVAB SINGH HSS DHUAI SHEETALPUR,09171312407,Private Unaided Recognized,Secondary only (9–10)
ETAH,CHANDRAKANTA HR. SER. SCHOOL,09171314704,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,D.P.UCHCHATAR MADHYAMIK SCHOOL.KATHAULI,09171311603,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,DAYARAM VERMA UMV N. BADOO BHOGPUR,09171308703,Private Unaided Recognized,Secondary only (9–10)
ETAH,DEENBANDU DINANATH INTER COLLEGE SHIV NAGAR ALIGNJ ROAD,09171312804,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,DILLI WORLD PUBLIC SCHOOL R.K. PURAM GANJDUNDAWARA ROAD SHEETALPUR,09171311505,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,"DIVI RISAL SINGH SIKSHAN SANSTHAN H.S.S., BABRPUR",09171301304,Private Unaided Recognized,Secondary only (9–10)
ETAH,"DOON PUBLIC SCHOOL, KASGANJ ROAD, ETAH",09171304707,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,"DR. B.R. AMBEDKAR H.S.S., KHARAUA ETAH",09171307207,Private Unaided Recognized,Secondary only (9–10)
ETAH,DR. LOKMAN DAS PUBLIC SHCOOL CHANDPUR JINDAHAR,09171310903,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,FLT.LEFT SUDESH AND SHSHI SMRITI U.M.V. GADHI,09171316201,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,G L BAGHEL H S S NAGLA MUHI ETAH,09171300206,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,"G.M. PUBLIC SCHOOL BHAGPUR, ETAH",09171308704,Private Unaided Recognized,Secondary only (9–10)
ETAH,GANGADEVI KSHETRA PAL SINGH  I. C. LALPUR,09171316302,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,GEETAM SINGH RAM NATH HIGHER SECONDARY SCHOOL,09171312406,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,GOV.GIRLS INTER COLLEGE,09171314101,Department of Education (Government School),Primary to Higher Secondary (1–12)
ETAH,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,09171313404,Department of Education (Government School),Secondary + Higher Secondary (9–12)
ETAH,HARVEDI ARSHA SHIKSHA NIKETAN INTER COLLEGE,09171309804,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,JAN KALYAN H.S.S.,09171300808,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,JAN KALYAN HSS SHYAMPUR GHANSHYAMPUR,09171315804,Private Unaided Recognized,Secondary only (9–10)
ETAH,JANATA INTER COLLEGE N. SUMMER,09171302711,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,JANTA BALIKA H.S.,09171301702,Private Unaided Recognized,Secondary only (9–10)
ETAH,JANTA H.R. SEC. SCHOOL,09171313705,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,JANTA INTER COLLAGE,09171301701,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,Limra International School,09171310410,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,MA VITOLA DEVI SMIRTI UMV SHIVSINGHPUR N.NIJAM,09171309306,Private Unaided Recognized,Secondary only (9–10)
ETAH,MAN MADALASA H S S,09171306705,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,MASTER LALATA PRASAD LODHI MEMO. HSS NAGLA KUELIYA KHADHAUA,09171307209,Private Unaided Recognized,Secondary only (9–10)
ETAH,OM SHEELA DEVI HSS BAGWALA CHAURAHA ASPUR ROAD ETAH,09171308916,Private Unaided Recognized,Secondary only (9–10)
ETAH,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,09171300114,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
ETAH,PT. C.L.M.M. INTER COLLEGE,09171311707,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,R.S.PUBLIC H.S.SCHOOL,09171310902,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,"RAJMALA YADAV INTER COLLEGE, KUTHILA ETAH",09171311503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,RAM DAS AND NEELAM U.M.VIDIYALAY,09171301602,Private Unaided Recognized,Secondary only (9–10)
ETAH,RAMESH HIGHER SECONDARY SCHOOL CHAMKARI,09171306404,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,RASTRIY SAINIK SMRTI U.M.V..KARTALA CHORAHA,09171308911,Private Unaided Recognized,Secondary only (9–10)
ETAH,ROHAN LAL CHATUREDI SARVODAYA INTER COLLEGE,09171314711,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,S.B. PUBLIC SCHOOL AGRA ROAD ETAH,09171304809,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,S.D. INTER COLLEGE,09171314705,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,S.K. INTER COLLEGE,09171304810,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,S.K.R.R.S.I.C.,09171309305,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,S.L.S.D. CHITRANSH S.H.,09171317002,Private Unaided Recognized,Secondary only (9–10)
ETAH,S.M.P.A. INTER COLLEGE,09171304007,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,S.M.T BHUDEVI G.H.S.S.MANOHAR NAGAR,09171306202,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,S.N. INTER COLLEGE ACHALPUR SHEETALPUR,09171312503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,S.R.D.I.C.,09171301505,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,S.T.S. MEMO. INTER COLLEGE BAHANPUR,09171308603,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SARASWATI DEVI HIGHER SECONDAY SCHOOL,09171302902,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHAIENDRA .MEMORIAL. H.S. SCHOOL SURESHPURI ETAH,09171310406,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHREE DAYARAM ADARSH HSS KALYANPUR,09171309904,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHREE SHYORAJ SINGH TOMAR PUBLIC SCHOOL HSS KILARMAU ETAH,09171313204,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI JHAU LAL ADARSH H/S,09171304006,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI KAPTAN SINGH H.S.S.,09171308506,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI KHEM KARAN SHASTRY H.S.S.,09171300809,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI PRASADILAL AMAR JYOTI H.S.,09171300604,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI RAM BHAGAWAN H.S.S.,09171311205,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI SARMAN SINGH H S S,09171307302,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI SHIV LAL SINGH BAUDHA I.C.,09171302004,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI TARA SINGH S. S. H. S. S,09171310704,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI TEJ SINGH H.S.S.,09171314302,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI VIMLA DEVI H S S,09171315603,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI.B.S.B.INTER COLLEGE,09171301506,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRII RAM.S.PUBLIC SCHOOL RAMSINGH.PURAM,09171308915,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,"SHRIMATI RAMBETI DEVI HS SCHOOL PURA, LALGADHI",09171311005,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT BHAGVATI DEVI U.M.V. HARISINGHPUR,09171304705,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT RAMSHRI BALIKA U.M.V. M.P.NAGAR KHADUA,09171302709,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SMT SAVITRI DEVI U.M.V. JIRSAMI,09171300110,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT SURAJ MUKHI SHASTRI ADARSH HSS MIRAHACHI ROAD AMBARPUR,09171300811,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT. B.R.D. INTER COLLEGE NETRAPALNAGAR JALALPUR BARUAULI,09171307503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT. CHITTARI KUNWARI SMARAK I.C.,09171301707,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT. GAYTREE DEVI H. S.,09171307406,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SMT. JALAJ YADAV INTER COLLEGE,09171305004,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT.YAD MEM H.S.SCHOOL,09171310405,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SONAM DEVI INTER COLLEGE,09171314903,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,SREE RAMSWAROOP SINGH HSS BADARIYA ETAH,09171304706,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI DINANATH U.M.V. M.P.NAGAR KHADUA,09171302710,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI GANESH INTER COLLEGE,09171316503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SRI KRISHN ADARSH UMV AON,09171308507,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI LAXMAN SINGH GANGA DEVI U.M.V.GOLA KUA,09171301507,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI NAWAB SINGH UMV LAHARA,09171314105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SRI OMKAR SINGH H.S.S.,09171312203,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI PRATAP BAL BHARTI INTER COLLEGE,09171301002,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SRIIII M.S. INTER COLLEGE KANSURI,09171309412,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SWAMI AKHANDANAND MAHARAJ INTER COLLEGE KATHOLI,09171311605,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SWAMI ATMAMAND SMARK INTER COLLEGE,09171307602,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SWAMI BHIKSHANAND HSS KILARMAU,09171313205,Private Unaided Recognized,Secondary only (9–10)
ETAH,TULIP PUBLIC SCHOOL NIDHAULI ROAD ETAH,09171304808,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,VIDYA NIKETAN U.M. BAHANPUR,09171308602,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,ADARSH UPS SNGHAVALI,09310520118,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAWAH,ADRASH MS KISHAN INTER COLLEGE DUDPURA,09310520111,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,D R NEPAL SINGH INTER COLL DUNGARI ETAWA,09310510603,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,DR. RAMANUJDAS PUSHPA INTER COLLEGE UDDHANNPURA JAITPURA ETAWAH,09310515505,Private Unaided Recognized,Secondary only (9–10)
ETAWAH,GOVT GIRLS INTER COLLEGE UDDI,09310500108,Department of Education (Government School),Upper Primary + Secondary (6–10)
ETAWAH,J S INTER COLLEGE PRATHVIPUR ETAWAH,09310520106,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,JANTA INT COLL KUNDESHWAR,09310520102,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,JANTA INT COLL PUTHAN SAKROLI ETAWA,09310520101,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,KRISHAK HIGH SCHOOL PHUPHAI EKDIL ETAWAH,09310509103,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAWAH,KUSHMA DEVI INTER COLLEGE,09310520112,Private Unaided Recognized,Secondary only (9–10)
ETAWAH,M G SAINIK INTER COLL PACHAIGAON,09310520105,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,PT. RAMNARESH EXCELLENT INTER COLLEGE NAGLA GAUR KAMET ETAWAH,09310501404,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,RAMVATI RAJBAHADUR INTER COLEGE RISHI BHUMI PRATHVIPUR ETAWAH,09310505503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,RANI DAVI BAGHEL UPS MAHANER PUR,09310520301,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,SANT BDC INTER COLL MANIK PUR MOHAN ETAWA,09310520116,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,SHAKUNTLAM INTERNATIONAL SCHOOL BAH ROAD UDI MOD ETAWAH,09310500110,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAWAH,SHRI GYAN CHAND JAIN V INTER COLL IKDIL ETAWA,09310507325,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,SUBHASH INTER COLLEGE VIKRAM PUR,09310520109,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,Z P UPS UDDI ETAWA,09310520103,Government Aided,Secondary only (9–10)
ETAWAH,ASIT INTER COLL GANGAPURA ETAWA,09310318008,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,ASITI INTER COLLEGE BINA,09310301508,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,B.R. ADARS INTER COLLEGE GORADAYALPUR RAHIN,09310312802,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,DR BHIMRAO A UPS RAHIN ETAWA,09310318014,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,GAUTAM BUDDHA INTER COLLEGE JWALANAGAR ETAWAH,09310318015,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,GYA PRASHAD  SHAKHYA U.M.V GYAN PUR BASREHAR,09310318801,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAWAH,GYAN SINGH INT COLL LODHEWAR NAGAR KILLI,09310318005,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,GYANBHARTI INTER COLLEGE HARIHARPUR ETAWA,09310304803,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,HAPPY DAYS HSS RITAULI BASREHAR ETAWAH,09310316203,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAWAH,HARDAYAL BATHAM UPS KARI ETAWA,09310318023,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,JANSAYOGI GIRLS INTER COLL BASREHAR,09310318003,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,KIDS VALLEY SCHOLL BASREHAR ETAWAH,09310300106,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAWAH,KRISHAK INTER COLLEGE NAGLA HARIMUNJ ETAWA,09310300710,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,LALARAM INTER COLL CHAMPANER ETAWAH,09310318007,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,M G JAN A INTER COLL EETGAON ETAWA,09310318009,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,MANBHAVATI KUWARI J S INTER COLL,09310318004,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,PRAHLAD S INTER COLLEGE CHUPULA,09310318002,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,R.N.S.D. INTER COLLEGE MULAYMAM SINGH NAGAR MOHANPUR RAHIN ETAWAH,09310312402,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,RADHA KISKNA UPS MUNJ ETAWA,09310318013,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAWAH,RANVEER SINGH INT COLL HARIHARPURA ETAWA,09310318018,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,S B INTER COLL KILLI SULTANPUR ETAWA,09310318001,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAWAH,S K S INTER COLL NAGLA HARJU ETAWA,09310318006,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,SARASWATI V M INTER COLL BASREHAR ETAWAH,09310318020,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,SAVITRI DEVI INTER COLLEGE  NAWALI  ETAWAH,09310305003,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,SHRI ATAR SINGH SHARMA INTER COLLEGE CHITBHAVAN,09310304508,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,SW. RANVEER SINGH YADAV U M V ETAGAON,09310304106,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAWAH,SWAMI VIVEKANAND ACADMY INTER COLLEGE BAHADURPUR BASREHAR ETAWAH,09310311305,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAWAH,TATHAGAT BAUDHA UMV UDAYPURA ETAWAH,09310318019,Private Unaided Recognized,Secondary only (9–10)
ETAWAH,ADARAS JANTA INTER COLL BHESAHI ETAWA,09310716510,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,ADARSH UMV RAMAYAN ETAWAH,09310716901,Government Aided,Secondary only (9–10)
ETAWAH,ARYASHAYM GIRLS INT COLL BHARTHANA,09310716504,Government Aided,Primary to Higher Secondary (1–12)
ETAWAH,BAKE BIHARI INTER COLL LUKHRIYAI,09310716537,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAWAH,BALODAY INTER COLLEGE BHARTANA ETAWAH,09310716526,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
